"","StationCode","N","turb_median","turb_max","turb_min","turb_quan1","turb_quan25","turb_quan5","turb_quan75","turb_quan9","turb_mean","N.gte.25","pct.gte.25","N.gte.40","pct.gte.40"
"314SYI","314SYI",6,2.9,1787,0.1,0.75,1.75,2.9,57.675,931.45,311.7,2,33.3333333333333,2,33.3333333333333
"314SYL","314SYL",38,4.98,3000,0.1,0.1,1.305,4.98,20.05,371.620000000002,166.728421052632,8,21.0526315789474,7,18.4210526315789
"314SYN","314SYN",59,5.91,3000,0.1,0.860000000000001,1.975,5.91,15.1,83.1200000000003,130.300338983051,11,18.6440677966102,10,16.9491525423729
"315APC","315APC",20,2.87,429,0.36,0.919,1.4575,2.87,4.7575,18.35,25.5315,1,5,1,5
"315APF","315APF",46,2.03,1052,0.1,0.1,0.9275,2.03,4.93,154.6,57.079347826087,7,15.2173913043478,7,15.2173913043478
"315BEF","315BEF",75,3,3000,0.1,0.1,1.35,3,13.75,189.000000000001,173.929066666667,13,17.3333333333333,10,13.3333333333333
"315FMV","315FMV",88,3.485,671.6,0.1,0.996,2.1575,3.485,6.4475,62.8,33.1746477272727,16,18.1818181818182,13,14.7727272727273
"315GAN","315GAN",89,4.05,3000,0.1,0.5,1.98,4.05,14.9,70.12,77.6096629213483,14,15.7303370786517,12,13.4831460674157
"315GBR","315GBR",7,1.8,2224,0.1,0.1,0.75,1.8,3.53,892.156000000001,319.208571428571,1,14.2857142857143,1,14.2857142857143
"315LCC","315LCC",7,4,11.6,1.73,2.378,3.2,4,7.47,9.542,5.52428571428571,0,0,0,0
"315LCR","315LCR",1,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,0,0,0,0
"317ESE","317ESE",7,28.5,3000,0.1,0.1,6.9,28.5,58.35,1247.34,451.3,4,57.1428571428571,2,28.5714285714286
