comid,monitored
17647843,1
17647999,1
17647995,1
8211763,1
8211757,1
8212827,1
948060182,1
8213015,1
8211469,1
8211467,1
8211529,1
8211527,1
8211393,1
8211391,1
8211181,1
8211215,1
8212653,1
8211063,1
8211613,1
8211627,1
8211561,1
8212905,1
8212903,1
8206883,1
8211803,1
8211779,1
8212965,1
8212963,1
8212959,1
8212949,1
8212935,1
8212933,1
8210667,1
17647757,1
17647759,1
17647735,1
17647737,1
17647825,1
17647827,1
17647773,1
17647771,1
17648007,1
17647997,1
17647925,1
17648955,1
8212823,1
8212819,1
8211835,1
8211799,1
948060180,1
8213017,1
8211753,1
8211463,1
8211465,1
8211457,1
8211459,1
8212717,1
8211517,1
8211519,1
8211521,1
8211297,1
8211295,1
8211169,1
8211201,1
8207449,1
8211633,1
8211651,1
8212899,1
8212897,1
8211461,1
8206881,1
8211849,1
8211811,1
8211769,1
8211743,1
8210673,1
8210671,1
8210647,1
8210645,1
17647751,1
17647753,1
17647707,1
17647709,1
17647781,1
17647783,1
17647749,1
17647747,1
17648009,1
17648005,1
17647969,1
17647967,1
17648939,1
17647909,1
17647893,1
17647895,1
8211789,1
8211781,1
8211737,1
8211741,1
8211873,1
8211831,1
8211823,1
8211821,1
8211761,1
8211447,1
8211449,1
8211347,1
8211349,1
8211405,1
8211403,1
8211367,1
8211369,1
8211165,1
8211167,1
8211631,1
8211635,1
8212901,1
8212895,1
8211427,1
8211431,1
8211429,1
8206855,1
8211863,1
8211853,1
8211829,1
8211809,1
8211793,1
8211775,1
8210047,1
8210041,1
8210669,1
8210665,1
8209989,1
8210633,1
8210635,1
17647685,1
17647687,1
17647677,1
17647679,1
17647777,1
17647775,1
17647699,1
17647697,1
17648995,1
17648047,1
17648933,1
17648931,1
17648935,1
17648937,1
8211807,1
8211791,1
8211899,1
8211879,1
8211847,1
8211845,1
8211827,1
8213023,1
8211773,1
8211787,1
8211351,1
8211353,1
8211309,1
8211311,1
8211327,1
8211325,1
8211221,1
8211219,1
8211143,1
8211145,1
8211163,1
8211161,1
8209837,1
8209881,1
8222119,1
8222083,1
8212893,1
8212891,1
8211383,1
8211385,1
8206831,1
8211889,1
8211893,1
8211855,1
8211833,1
8211801,1
8211795,1
8210069,1
8210043,1
8210059,1
8210023,1
8210655,1
8210653,1
8209959,1
8209957,1
8209983,1
8209985,1
17647613,1
17647615,1
17647667,1
17647665,1
17647611,1
17647609,1
17647645,1
17647647,1
17647739,1
17647741,1
17647621,1
17647619,1
17648997,1
17648117,1
17648105,1
17648097,1
17647863,1
17647861,1
8211825,1
8211813,1
8211917,1
8211901,1
8211869,1
8211891,1
8212833,1
8211837,1
8211817,1
8211819,1
8211771,1
8211287,1
8211285,1
8211291,1
8211289,1
8211149,1
8211141,1
8209875,1
8209873,1
8211507,1
8211537,1
8222117,1
8210627,1
8211323,1
8211321,1
8211861,1
8211857,1
24997211,1
8210087,1
8210579,1
8210649,1
8210639,1
8210577,1
8209977,1
17647573,1
17647575,1
17647497,1
17647495,1
17647539,1
17647537,1
17648017,1
17648001,1
17647837,1
17647839,1
17647809,1
17648869,1
8211927,1
8211925,1
8211905,1
8211875,1
8212843,1
8211865,1
8211805,1
8212831,1
8211241,1
8211243,1
8211147,1
8211185,1
8211075,1
8211073,1
8209855,1
8209857,1
8209821,1
8210693,1
8210629,1
8209745,1
8211867,1
8211859,1
8210689,1
8210093,1
8210081,1
8210079,1
8210661,1
8210651,1
8209991,1
8209925,1
8209917,1
8211713,1
17647465,1
17647463,1
17648031,1
17648019,1
17647821,1
17647823,1
8211931,1
8211907,1
8211903,1
948060313,1
8211915,1
8212829,1
8212825,1
8211125,1
8211139,1
8211009,1
8211011,1
8207439,1
8209853,1
8209877,1
8209791,1
8210625,1
8210623,1
8211881,1
8211883,1
8211797,1
8210099,1
8211777,1
8210657,1
8210643,1
8210027,1
8209931,1
8209921,1
17647417,1
17647415,1
17649003,1
17648021,1
17647959,1
17647961,1
17647767,1
17647769,1
8211941,1
8212003,1
8211921,1
8211943,1
8212837,1
8212841,1
948060312,1
8213021,1
8211923,1
8211937,1
8211083,1
8211085,1
8211111,1
8211121,1
8210987,1
8210985,1
8210995,1
8211007,1
8210565,1
8210567,1
8209803,1
8210621,1
8210619,1
8209739,1
8211909,1
8211885,1
8211877,1
8211911,1
8210101,1
8210105,1
8210685,1
8210659,1
8210003,1
17649005,1
17648029,1
17648927,1
17648929,1
17647743,1
17647745,1
8211959,1
8211939,1
8212013,1
8212183,1
8212849,1
8212847,1
8211987,1
8211965,1
8212017,1
8211069,1
8211067,1
8211197,1
8211203,1
8207445,1
8210957,1
8210959,1
8207447,1
8209813,1
8209825,1
8210555,1
8209829,1
8210613,1
8210611,1
8210617,1
8210615,1
8211933,1
8211919,1
8211913,1
8211929,1
8210089,1
8210091,1
8210111,1
8210109,1
8210687,1
8210663,1
8210641,1
8210637,1
17648049,1
17649013,1
17648971,1
17648941,1
17647871,1
17647869,1
17647651,1
17648861,1
8211971,1
8211963,1
8212079,1
8212023,1
8213271,1
8212839,1
8211977,1
8211989,1
8211991,1
8211065,1
8211081,1
8210961,1
8210963,1
8207397,1
8207399,1
8207443,1
8222079,1
8209835,1
8209831,1
8210609,1
8210607,1
8209713,1
8209723,1
8209721,1
8211967,1
8211935,1
8210083,1
8210097,1
8210103,1
8210107,1
8211839,1
8210035,1
8210029,1
8210011,1
8210683,1
8210681,1
17648051,1
17648075,1
17647927,1
17648923,1
17648925,1
17648881,1
17648891,1
17647603,1
17648857,1
8211985,1
8211975,1
8212015,1
8212149,1
8212075,1
8212851,1
8212845,1
8212855,1
8211023,1
8211039,1
8211071,1
8211087,1
8207435,1
8207437,1
8207393,1
8207305,1
8207307,1
8207441,1
8210557,1
8209879,1
8210605,1
8210603,1
8210521,1
8210509,1
8209669,1
8211841,1
8210045,1
8210033,1
8210013,1
8210581,1
8209987,1
8209971,1
17648087,1
17649009,1
17648893,1
17647779,1
17648879,1
17647817,1
17648851,1
17647593,1
8211993,1
8211983,1
8211973,1
8212863,1
8212857,1
8210973,1
8210971,1
8207391,1
8207271,1
8207269,1
8209735,1
8210677,1
8210675,1
8211851,1
8211843,1
8210051,1
8210067,1
8210015,1
8210583,1
8209967,1
8210575,1
17649021,1
17649017,1
17648921,1
17648991,1
17647865,1
17647639,1
17647637,1
17647563,1
17647565,1
17647567,1
17647569,1
8211997,1
8212019,1
8212871,1
8212089,1
8207433,1
8207431,1
8207221,1
8207223,1
8207245,1
8209767,1
8210553,1
8210527,1
8210529,1
8210113,1
8210017,1
8210019,1
8209965,1
8209969,1
17648123,1
17648121,1
17647987,1
17647989,1
17648919,1
17647847,1
17647849,1
17647629,1
17647627,1
17647559,1
17647557,1
8212031,1
8212029,1
8212027,1
8212867,1
8212865,1
8212093,1
8212879,1
8207333,1
8207335,1
8207427,1
8207429,1
8207213,1
8207211,1
8207247,1
8209755,1
8209775,1
8209693,1
8209691,1
8210533,1
8209689,1
8210585,1
8210025,1
8210021,1
8210039,1
8209949,1
8209947,1
17648119,1
17647977,1
17648985,1
17647829,1
17648889,1
17647729,1
17648871,1
8212033,1
8212025,1
8212051,1
8212083,1
8212131,1
8212869,1
8212099,1
8212161,1
8212167,1
8207369,1
8207325,1
8222081,1
8211029,1
8207159,1
8207157,1
8207249,1
8210549,1
8209787,1
8210531,1
8210535,1
8210495,1
8209647,1
8210007,1
8210005,1
8210037,1
8210049,1
8210031,1
8209941,1
8209945,1
8209935,1
8209943,1
17648101,1
17648141,1
17647853,1
17647819,1
17647689,1
17647691,1
17647711,1
8212041,1
8212039,1
8212859,1
8212861,1
8212071,1
8212091,1
8212151,1
8212881,1
8212109,1
8212103,1
8212115,1
8212113,1
8212191,1
8212181,1
8207415,1
8207367,1
8207193,1
8207195,1
8211005,1
8207121,1
8207119,1
8210515,1
8210513,1
8209631,1
8209629,1
8210001,1
8210587,1
8210053,1
8210057,1
8210063,1
8210055,1
8209933,1
8209937,1
8209927,1
8209929,1
17648089,1
17648091,1
17647813,1
17647815,1
8212043,1
8212141,1
8212081,1
8212063,1
8212061,1
8212155,1
8212187,1
8212119,1
8212121,1
8212129,1
8213283,1
8207413,1
8207423,1
8207359,1
8207329,1
8207177,1
8207179,1
8207233,1
8207203,1
8207103,1
8207101,1
8209667,1
8210511,1
8209659,1
8209661,1
8209559,1
8209557,1
8209999,1
8209997,1
8210061,1
8210073,1
8209915,1
8210573,1
8209951,1
8209939,1
8209923,1
8209913,1
8209911,1
8209909,1
17648111,1
17648083,1
17648053,1
17649001,1
17647671,1
17647673,1
8212045,1
8212055,1
8212101,1
8212077,1
8212067,1
8212059,1
8211949,1
8211951,1
8212137,1
8212111,1
8212123,1
8212135,1
8212127,1
8213291,1
8213285,1
8210981,1
8207371,1
8207357,1
8207251,1
8207225,1
8210499,1
8210503,1
8210491,1
8210493,1
8210437,1
8210475,1
8210467,1
8210415,1
8209995,1
8210009,1
8210065,1
8210071,1
8209895,1
8209893,1
8209905,1
8209907,1
8210569,1
8209885,1
17648195,1
17648181,1
17648081,1
17649007,1
17648027,1
17648025,1
17648993,1
8212049,1
8212159,1
8212095,1
8212143,1
8212169,1
8212073,1
8212065,1
8212001,1
8211999,1
8212165,1
8212139,1
8212125,1
8212147,1
8213309,1
8213321,1
8210999,1
8210979,1
8209121,1
8209123,1
8209653,1
8210595,1
8204549,1
8209981,1
8210075,1
8210589,1
8209887,1
8209903,1
8210631,1
8209897,1
17649045,1
17648203,1
17649043,1
17648099,1
17648033,1
17648013,1
17648015,1
17648989,1
8212057,1
8212179,1
8212107,1
8212097,1
8211981,1
8211979,1
8212087,1
8212085,1
8212873,1
8212133,1
8212171,1
8213325,1
8213311,1
8210997,1
8211033,1
8207421,1
8210497,1
8209637,1
8209681,1
8209563,1
8209979,1
8209993,1
8210085,1
8210077,1
8209865,1
8209889,1
8209891,1
8210571,1
17648361,1
948060108,1
17649047,1
17648263,1
17648215,1
17648085,1
17649049,1
17648135,1
17648125,1
17647979,1
17647981,1
17647983,1
948060185,1
8212117,1
8212105,1
8212877,1
8212005,1
8211969,1
8211955,1
8211953,1
8212145,1
8212875,1
8212189,1
8212885,1
8213329,1
8213361,1
8210487,1
8210485,1
8209613,1
8209615,1
8209975,1
8209973,1
8209863,1
8209859,1
17649343,1
948060107,1
948060224,1
17648271,1
17648213,1
17648069,1
17648073,1
17648183,1
17648139,1
17647949,1
17647951,1
17647939,1
17648969,1
948060186,1
8213301,1
8212153,1
8212163,1
8212035,1
8212007,1
8211957,1
8211961,1
8211945,1
8211947,1
8213281,1
8214393,1
8213299,1
8214335,1
8209587,1
8209619,1
8209555,1
8210477,1
8209603,1
8209605,1
8209963,1
8209961,1
8209845,1
8209883,1
8209843,1
8209841,1
17649383,1
17649349,1
17649467,1
948060132,1
948060225,1
17648103,1
17648071,1
17648037,1
17648039,1
17648205,1
17648231,1
17647943,1
17647953,1
17648909,1
17647933,1
17647941,1
17648917,1
8214371,1
8213317,1
8213373,1
8212177,1
8212175,1
8212883,1
8212173,1
8212009,1
8211995,1
8211895,1
8211897,1
8213331,1
8213279,1
8213339,1
8210481,1
8209569,1
8209639,1
8209623,1
8209483,1
8209481,1
8209581,1
8209955,1
8209953,1
8209823,1
8209827,1
8210563,1
8210561,1
8209833,1
8209847,1
17649405,1
17649417,1
17649283,1
17648359,1
17648357,1
17648109,1
17648133,1
17647963,1
17647965,1
17648011,1
17648987,1
17648905,1
17647975,1
17647945,1
17648961,1
17647907,1
17648915,1
8213295,1
8213335,1
8213371,1
8213333,1
8213267,1
948060184,1
8212011,1
8213341,1
8213357,1
8214337,1
8213391,1
8210479,1
8210471,1
8209565,1
8209579,1
8209651,1
8209657,1
8210449,1
8209479,1
8209439,1
8209437,1
8209793,1
8209809,1
8209839,1
8210591,1
8209805,1
8209807,1
17649481,1
17649509,1
17649351,1
17649331,1
17649281,1
17648137,1
17648107,1
17647957,1
17648999,1
17648901,1
17647905,1
17647955,1
17648957,1
17648953,1
17648907,1
17648911,1
17648913,1
8213323,1
8213293,1
8213337,1
8213375,1
8213403,1
948060183,1
8213349,1
8213345,1
8213401,1
8213399,1
8213405,1
8213377,1
8210473,1
8210463,1
8209505,1
8209503,1
8209531,1
8210483,1
8204555,1
8209769,1
8209771,1
8209849,1
8209861,1
8209797,1
8210547,1
8210599,1
17648143,1
17648165,1
17648093,1
17648095,1
948060345,1
17648899,1
17648041,1
17648045,1
17647913,1
17647901,1
8214339,1
8213459,1
8214333,1
8213355,1
8213379,1
8213353,1
8213303,1
8213305,1
8213449,1
8213419,1
8213407,1
8213417,1
8209501,1
8210461,1
8209507,1
8209435,1
8209433,1
8209751,1
8209749,1
8210551,1
8209753,1
8209869,1
8209851,1
8209781,1
8209783,1
8210545,1
17648147,1
17648151,1
17648065,1
17648067,1
948060344,1
17649041,1
17647721,1
17647723,1
17648057,1
17648077,1
17647911,1
8213415,1
8213469,1
8213365,1
8213347,1
8213393,1
8213383,1
8213421,1
8213451,1
8210459,1
8210457,1
8209515,1
8209327,1
8209325,1
8209385,1
8210409,1
8209705,1
8209715,1
8209801,1
8209819,1
8210537,1
8210543,1
8209901,1
8209871,1
8210559,1
8209867,1
8209777,1
8209779,1
8209761,1
8209759,1
948060346,1
17648145,1
17648233,1
17648223,1
17648059,1
17648061,1
17649051,1
17647873,1
17648895,1
17647701,1
17648903,1
17647899,1
8213487,1
8213435,1
8213367,1
8213363,1
8213471,1
8213633,1
8213387,1
8213381,1
8213437,1
8210451,1
8209495,1
8204571,1
8204569,1
8204561,1
8209701,1
8209703,1
8209717,1
8210525,1
8209789,1
8209795,1
8209733,1
8210539,1
8209899,1
8209919,1
8210601,1
948060347,1
948060349,1
17648115,1
17648113,1
17648255,1
17648237,1
17647855,1
17647867,1
17647845,1
17647903,1
17647883,1
17647897,1
8213519,1
8213527,1
8213439,1
8213395,1
8213429,1
8213359,1
8213369,1
8213497,1
8213543,1
8213641,1
8213635,1
8213411,1
8213385,1
8213463,1
8213461,1
8210445,1
8210455,1
8209489,1
8204543,1
8204545,1
8204471,1
8204473,1
8204539,1
8205475,1
8210519,1
8210597,1
8209685,1
8209683,1
8209765,1
8209763,1
8209817,1
8209815,1
8209707,1
8210523,1
8209741,1
17648163,1
17648159,1
948060348,1
17648079,1
17649015,1
17648315,1
17648279,1
17648269,1
17648291,1
17647799,1
17647797,1
8213453,1
8213457,1
8213397,1
8213413,1
8213427,1
8213539,1
8213499,1
8213559,1
8213547,1
8213657,1
8213661,1
8213441,1
8213409,1
8213465,1
8213517,1
8213467,1
8209469,1
8210443,1
8204503,1
8204505,1
8205503,1
8209617,1
8209621,1
8209719,1
8209677,1
8209675,1
8209671,1
8209673,1
8209757,1
8209811,1
8209729,1
8209731,1
8209725,1
8209727,1
17648169,1
17648167,1
17648149,1
17648153,1
17648261,1
948060223,1
17648043,1
17647733,1
17647731,1
17647791,1
17647789,1
8213495,1
8213489,1
8213455,1
8213549,1
8213541,1
8213511,1
8213501,1
8213613,1
8213595,1
8213565,1
8213577,1
8213475,1
8213447,1
8213513,1
8213483,1
8213509,1
8213473,1
8210447,1
8210441,1
8204577,1
8204497,1
8204507,1
8204469,1
8209607,1
8209601,1
8209635,1
8209649,1
8209625,1
8209627,1
8210541,1
8209773,1
8209709,1
8209711,1
17648193,1
17649025,1
17648127,1
948060131,1
948060222,1
17647717,1
17647715,1
17647657,1
17647659,1
17647763,1
17647761,1
8213533,1
8213515,1
8213555,1
8213551,1
8213521,1
8213479,1
8213445,1
8213431,1
8213491,1
8209461,1
8209467,1
8209395,1
8209397,1
8204559,1
8204557,1
8204487,1
8205463,1
8204501,1
8204499,1
8209589,1
8209591,1
8209585,1
8209583,1
8209747,1
8209743,1
8209785,1
8209799,1
8209695,1
8209697,1
17648201,1
17648187,1
17649023,1
17649019,1
17649299,1
948060342,1
17647641,1
17647703,1
17648867,1
17647649,1
17648863,1
17647635,1
17648859,1
8213525,1
8213505,1
8213583,1
8213557,1
8213537,1
8213477,1
8213481,1
8213443,1
8213433,1
8210439,1
8209453,1
8209473,1
8209493,1
8210593,1
8209369,1
8209371,1
8204477,1
8204475,1
8209539,1
8209537,1
8209525,1
8209527,1
8210507,1
8209737,1
8209665,1
8210505,1
8209699,1
8209687,1
17648227,1
17648211,1
17649367,1
17649325,1
948060343,1
17647571,1
17647633,1
17647631,1
17647669,1
17648849,1
17648847,1
17647663,1
17647617,1
17648855,1
17648853,1
8213531,1
8213523,1
8213493,1
8213623,1
8213587,1
8213553,1
8213535,1
8213423,1
8213425,1
8210429,1
8210431,1
8210435,1
8209457,1
8210453,1
8209471,1
8209381,1
8204579,1
8210397,1
8209365,1
8204447,1
8204449,1
8209533,1
8209535,1
8209511,1
8210501,1
8209679,1
17648241,1
17648225,1
17648221,1
17649369,1
17649377,1
17649323,1
17649391,1
17647545,1
17647591,1
17647553,1
17647561,1
17647597,1
17647595,1
17647655,1
17647653,1
17647531,1
17647533,1
17647661,1
17647675,1
17647589,1
17647585,1
8213503,1
8213561,1
8209411,1
8210413,1
8210423,1
8209351,1
8209349,1
8204581,1
8204415,1
8204413,1
8209451,1
8209455,1
8209547,1
8209567,1
948060117,1
17648251,1
17649027,1
17648177,1
17648175,1
17649401,1
17649371,1
17649381,1
17649473,1
17649335,1
17649321,1
17647507,1
17647551,1
17648833,1
17647457,1
17647577,1
17648845,1
17647549,1
17647547,1
17647475,1
17647473,1
17647587,1
17647511,1
17647581,1
17647583,1
8213579,1
8213563,1
8210425,1
8210419,1
8209415,1
8209459,1
8204587,1
8204583,1
8204393,1
8204391,1
8209431,1
8209477,1
8209497,1
8209491,1
8209551,1
8209571,1
948060177,1
948060176,1
17648265,1
17649029,1
17648293,1
17649411,1
17649499,1
17649403,1
948060354,1
17649333,1
17647501,1
17647519,1
17647455,1
17647435,1
17647437,1
17647529,1
17647527,1
17647487,1
17648843,1
17648839,1
17647541,1
17647543,1
17647471,1
17647499,1
17648831,1
17647523,1
17647525,1
8213593,1
8213581,1
8213529,1
8213545,1
8209401,1
8210417,1
8209405,1
8209391,1
8209389,1
8204329,1
8204331,1
8209423,1
8209421,1
8209545,1
8209541,1
8209609,1
8209597,1
8209485,1
8209475,1
17649033,1
17648297,1
17648239,1
17648243,1
17648305,1
17648301,1
17649423,1
17649413,1
17649559,1
948060353,1
948060352,1
17647477,1
17647479,1
17647521,1
17647535,1
17647423,1
17647425,1
17648823,1
17647413,1
17647503,1
17647505,1
17647483,1
17647481,1
17647431,1
17648825,1
17647485,1
17647489,1
17647515,1
17647513,1
8213599,1
8213643,1
8213591,1
8213571,1
8210405,1
8210411,1
8209399,1
8209379,1
8209377,1
8209419,1
8209429,1
8204603,1
8209549,1
8209561,1
8209519,1
8209517,1
8209633,1
8209599,1
8209443,1
8209441,1
17648283,1
17648275,1
17648347,1
17648307,1
17648199,1
17648197,1
17648343,1
17648323,1
17649503,1
17649441,1
17649387,1
17647469,1
17647517,1
17647405,1
17647403,1
17647509,1
17647601,1
17647625,1
17647555,1
17647383,1
17647385,1
17647493,1
17648841,1
17647411,1
17648821,1
17647439,1
17647441,1
17647421,1
17647419,1
17647393,1
17648837,1
8213637,1
8213671,1
8213597,1
8214341,1
8210401,1
8210403,1
8210407,1
8209387,1
8209373,1
8209375,1
8210433,1
8209465,1
8209529,1
8209553,1
8209577,1
8209611,1
8209393,1
8209383,1
17648285,1
17648281,1
17648273,1
17648191,1
17649537,1
17649511,1
17649485,1
17649465,1
17649463,1
17649457,1
17647451,1
17647389,1
17647391,1
17648835,1
17647433,1
17648829,1
17647407,1
17647409,1
8213659,1
8213675,1
8214345,1
8214343,1
8210399,1
8209361,1
8205511,1
8209367,1
8209407,1
8209523,1
8209521,1
8209355,1
8209357,1
8204597,1
17648289,1
17648287,1
17648253,1
17649031,1
17649529,1
17649521,1
17649507,1
17649487,1
17649501,1
17647445,1
17647447,1
17647467,1
17647401,1
8213663,1
8213719,1
8214375,1
8213589,1
8213585,1
8209339,1
8209337,1
8209333,1
8205507,1
8205509,1
8209359,1
8209403,1
8209513,1
8209543,1
8204599,1
8204601,1
948060350,1
17648245,1
17649539,1
17649513,1
17649533,1
17647375,1
17647377,1
17647443,1
17647453,1
8213711,1
8213727,1
8214377,1
8214373,1
8204589,1
8209329,1
8204563,1
8204591,1
8209347,1
8209345,1
8210469,1
8209509,1
948060351,1
17648303,1
17648207,1
17648209,1
17650313,1
17649531,1
17647367,1
17647369,1
17647397,1
17647399,1
8214353,1
8213713,1
8214387,1
8214385,1
8213649,1
8205505,1
8205477,1
8204533,1
8204537,1
8209343,1
8209341,1
8204605,1
948060382,1
17648313,1
17648257,1
17648259,1
17648173,1
17648171,1
17648157,1
17648155,1
17647363,1
17647365,1
17647335,1
17647337,1
17647387,1
17647429,1
8213765,1
8213717,1
8213725,1
8214383,1
8214381,1
8204515,1
8204527,1
8205471,1
8209331,1
8209353,1
8204607,1
948060383,1
948060381,1
17648317,1
17648319,1
17647351,1
17647349,1
17647311,1
17647309,1
17647333,1
17647347,1
17647371,1
17647373,1
8213747,1
8213731,1
8214389,1
8214379,1
8213647,1
8204509,1
8204511,1
8204455,1
8204453,1
8205465,1
8204495,1
8204609,1
8209409,1
8209363,1
17648333,1
17648331,1
17648327,1
17648321,1
17648355,1
17647329,1
17647327,1
17647353,1
17647343,1
17647303,1
17647301,1
17647295,1
17647287,1
17648819,1
8213783,1
8213771,1
8213667,1
8213655,1
8204459,1
8204461,1
8204463,1
8204457,1
8204443,1
8205457,1
8204595,1
8204593,1
8209413,1
8209449,1
948060385,1
17648353,1
17649039,1
17649037,1
17650303,1
17647297,1
17647299,1
17647291,1
17647293,1
17647355,1
17648817,1
8213789,1
8213775,1
8213691,1
8214349,1
8213625,1
8213627,1
8204439,1
8204441,1
8204435,1
8204433,1
8205451,1
8204403,1
8204575,1
8204573,1
8204565,1
8204567,1
8209417,1
8209447,1
948060384,1
948060380,1
17649271,1
17649301,1
17649289,1
17649339,1
17649385,1
17647275,1
17647263,1
17647281,1
17647283,1
17647271,1
17647269,1
17647289,1
17647305,1
17647345,1
17647341,1
8213787,1
8213797,1
8213693,1
8213689,1
8213631,1
8213639,1
8213609,1
8213611,1
8205453,1
8204405,1
8204419,1
8204445,1
8204339,1
8204337,1
8204525,1
8204523,1
8209445,1
8209425,1
8209487,1
8209463,1
17648309,1
17648311,1
948060387,1
17649285,1
17649393,1
17647279,1
17647261,1
17647253,1
17647255,1
17647251,1
17647249,1
17647319,1
17647317,1
8213803,1
8213715,1
8213697,1
8213619,1
8213621,1
8213573,1
8213575,1
8204409,1
8204429,1
8204493,1
8204489,1
8205439,1
8204325,1
8204529,1
8204521,1
17648351,1
948060386,1
17649297,1
17649295,1
17649395,1
17649397,1
17647273,1
17647321,1
17647235,1
17647237,1
17647233,1
17647231,1
17647211,1
17647213,1
17647307,1
17647331,1
8214351,1
8213741,1
8213607,1
8213601,1
8213567,1
8213569,1
8204359,1
8204357,1
8204465,1
8204431,1
8204321,1
8204333,1
8204273,1
8204275,1
8204531,1
8204585,1
17649293,1
17649277,1
17649303,1
17649399,1
17649409,1
17649407,1
17647285,1
17647259,1
17647219,1
17648811,1
17647203,1
17647201,1
17647207,1
17647209,1
17647277,1
17647339,1
8213735,1
8213753,1
8213603,1
8213605,1
8204355,1
8204353,1
8204397,1
8204427,1
8204229,1
8204517,1
8204535,1
17649291,1
17649337,1
17649275,1
17649273,1
17649319,1
17649309,1
17649419,1
17649415,1
17647315,1
17648815,1
17647245,1
17647247,1
17648809,1
17647217,1
17647199,1
17648807,1
17647267,1
17647265,1
8213733,1
8213729,1
8213811,1
8213795,1
8204323,1
8204351,1
8204277,1
8204279,1
8204223,1
8204225,1
8204491,1
8204485,1
17649287,1
17648349,1
17649315,1
17649317,1
17649307,1
17649425,1
17649427,1
17649421,1
17647359,1
17647313,1
17648813,1
17647205,1
17647215,1
17647197,1
17647241,1
17647239,1
8213739,1
8213785,1
8213723,1
8213721,1
8204303,1
8204305,1
8204215,1
8204213,1
8205429,1
8205431,1
8205461,1
8205473,1
17648345,1
17649329,1
17649311,1
17649313,1
17649305,1
17649431,1
17647361,1
17647357,1
17647257,1
17647229,1
17647227,1
8213759,1
8213791,1
8213709,1
8213705,1
8204289,1
8204287,1
8204281,1
8204205,1
8204217,1
8204171,1
8204169,1
17648341,1
17648339,1
17649347,1
17649327,1
17649439,1
17649435,1
17647223,1
17647221,1
8213755,1
8213773,1
8213707,1
8213703,1
8214391,1
8204155,1
8204157,1
8204319,1
8204283,1
8204129,1
8204135,1
8204131,1
8205495,1
8205427,1
8204165,1
17649373,1
17649345,1
17649443,1
17649445,1
17649437,1
17647225,1
17647243,1
8213751,1
8213749,1
8213799,1
8213701,1
8213695,1
8204297,1
8204361,1
8204077,1
8204087,1
8204049,1
8204063,1
8204193,1
17649475,1
17649389,1
17649461,1
17649453,1
17649469,1
17649451,1
8213763,1
8213801,1
8213683,1
8213685,1
8204301,1
8204299,1
8204071,1
8204073,1
8204147,1
8204145,1
17649527,1
17649483,1
17649471,1
17649459,1
17649477,1
8213761,1
8213819,1
8213679,1
8213681,1
8213653,1
8213651,1
8204269,1
8204267,1
8204023,1
8204025,1
8204067,1
8204065,1
17649541,1
17649525,1
17649449,1
17649447,1
17649479,1
17650309,1
8213767,1
8213757,1
8213687,1
8213677,1
8213617,1
8213615,1
8204265,1
8204271,1
8204235,1
8204233,1
8203995,1
8203993,1
8204045,1
8204043,1
17649557,1
948060120,1
17649547,1
17649515,1
17649433,1
17650305,1
17649489,1
17649497,1
8213781,1
8213769,1
8213645,1
8213629,1
8204261,1
8203971,1
8203973,1
8203985,1
8203987,1
17649575,1
17649581,1
948060227,1
17649545,1
17649573,1
17649429,1
17649493,1
17649491,1
17649543,1
17649495,1
8213817,1
8213779,1
8204253,1
8204255,1
8203963,1
8203965,1
8203967,1
8203951,1
8203953,1
17649597,1
17649585,1
948060226,1
948060119,1
17649361,1
17649363,1
17649505,1
8213821,1
8213815,1
8213737,1
8204251,1
8203955,1
8203957,1
17649607,1
17649603,1
17649609,1
948060118,1
17649353,1
17649519,1
17649517,1
8213823,1
8213825,1
8213813,1
8213807,1
8204247,1
8204411,1
8203925,1
8203923,1
17649619,1
17649611,1
17649605,1
17649621,1
17649561,1
17650311,1
8213827,1
8214357,1
8214355,1
8213777,1
8204259,1
8204249,1
8203921,1
8203927,1
17649627,1
17649651,1
17649629,1
17649615,1
17649587,1
17649593,1
17649553,1
17649535,1
8214365,1
8214363,1
8213793,1
8213743,1
8213745,1
8204307,1
8204257,1
17649633,1
17649661,1
17649653,1
17649637,1
17649617,1
17649563,1
17649567,1
17649555,1
8213831,1
8213835,1
8213673,1
8213699,1
8204313,1
8204309,1
8204191,1
8204189,1
17649639,1
17649641,1
17649657,1
17649673,1
17649645,1
17649623,1
17649655,1
17649577,1
17649565,1
17649571,1
17649599,1
8214359,1
8213837,1
8213833,1
8213665,1
8214347,1
8204317,1
8204399,1
17649649,1
17649681,1
17649643,1
17649679,1
17649659,1
17649635,1
17649583,1
17649595,1
17649579,1
8213839,1
8213841,1
8213829,1
8204315,1
8204335,1
17649663,1
17649647,1
17649717,1
17649685,1
17649591,1
17649589,1
8204263,1
8204291,1
8204347,1
8204385,1
17649665,1
17649667,1
17649689,1
17649687,1
17649625,1
17649601,1
8204243,1
8204241,1
8204349,1
8204395,1
8204417,1
8204425,1
17649677,1
17649683,1
17649723,1
17649701,1
17649613,1
17649631,1
8204195,1
8204199,1
8204219,1
8204341,1
8204437,1
8204451,1
8204481,1
17649695,1
17649675,1
17649693,1
8204107,1
8204109,1
8204175,1
8204173,1
8204181,1
8204179,1
8204343,1
8204327,1
8204513,1
8204479,1
17649699,1
17649711,1
17649669,1
17649671,1
17649705,1
8204161,1
8204159,1
