comid,monitored
17637350,1
17637274,1
17637270,1
17637150,1
17637152,1
17637168,1
17637164,1
17637426,1
17637444,1
17637416,1
17637402,1
17637264,1
17637262,1
17637104,1
17637434,1
17637464,1
17637460,1
17637448,1
17637256,1
17637324,1
17637098,1
17637942,1
17637432,1
17637452,1
17637496,1
17637474,1
17637456,1
17637476,1
17637252,1
17637376,1
17637940,1
17637928,1
17637102,1
17637096,1
17637450,1
17637438,1
17637488,1
17637506,1
17637288,1
17637246,1
17637930,1
17637932,1
17637286,1
17637380,1
17637236,1
17637232,1
17637046,1
17637042,1
17637266,1
17637292,1
17637218,1
17637216,1
17637032,1
17637034,1
17637036,1
17637290,1
17637300,1
17637176,1
17637174,1
17637196,1
17637194,1
17637014,1
17637040,1
17637272,1
17637276,1
17637326,1
17637342,1
17637186,1
17637184,1
17636982,1
17637020,1
17637166,1
17637170,1
17636966,1
17636946,1
17637116,1
17637118,1
17637162,1
17637222,1
17636962,1
17636972,1
17637936,1
17637934,1
17637140,1
17637160,1
17637128,1
17637130,1
17637192,1
17637254,1
17637230,1
8190321,1
8190331,1
8190319,1
8190329,1
8190327,1
8190323,1
8190347,1
8190315,1
8190317,1
8190297,1
8190299,1
8190295,1
8191211,1
8190289,1
8190287,1
8190301,1
8190313,1
8190277,1
8190285,1
8190293,1
8191151,1
8191165,1
8191163,1
8190273,1
8190275,1
8191155,1
8191153,1
8190265,1
8190263,1
8190271,1
8190269,1
8190281,1
8190283,1
8190249,1
8190251,1
8191143,1
8190247,1
8190241,1
8190243,1
8190257,1
8190245,1
8191149,1
8191141,1
8191139,1
8190229,1
8191145,1
8190267,1
8201803,1
8201805,1
8200451,1
8200449,1
8200453,1
8200459,1
8200455,1
8200463,1
8200457,1
8200461,1
8200465,1
8200471,1
8201807,1
8200479,1
8200477,1
8200485,1
8200487,1
8200497,1
8200507,1
8200505,1
8200525,1
8201817,1
8200527,1
8200557,1
8200555,1
8200521,1
8200517,1
8200595,1
8200519,1
8200623,1
8200611,1
8200533,1
8200523,1
8200663,1
8200625,1
8200639,1
8200613,1
8200569,1
8200531,1
8200529,1
8200677,1
8200665,1
8200739,1
8200653,1
8200647,1
8200643,1
8200577,1
8200607,1
8201903,1
8200683,1
8200687,1
8200725,1
8200685,1
8200681,1
8200707,1
948060149,1
8200635,1
8200609,1
8200693,1
8200727,1
948060148,1
948060130,1
8200695,1
8200743,1
8200767,1
8200811,1
8200617,1
948060129,1
8201849,1
8201847,1
8200789,1
8200759,1
8200765,1
8200751,1
8200619,1
8200615,1
8200633,1
8200815,1
8200801,1
8201835,1
8200679,1
8200669,1
8200869,1
8200819,1
8201827,1
8201825,1
8200955,1
8200871,1
8200851,1
8200827,1
8200567,1
8201831,1
8200999,1
8201037,1
8200865,1
8200895,1
948060290,1
8201009,1
8201077,1
8200891,1
8200953,1
948060289,1
8200661,1
8201025,1
8201099,1
8200903,1
8200885,1
8200897,1
8200899,1
948060142,1
948060079,1
948060288,1
8200715,1
8201023,1
8201101,1
948060145,1
8201869,1
948060078,1
8200699,1
948060287,1
8200813,1
8200839,1
8201049,1
8201013,1
948060144,1
948060297,1
8200909,1
8200889,1
8200757,1
8200747,1
8201881,1
8201021,1
8201011,1
8201001,1
8200763,1
948060296,1
948060293,1
8200817,1
8200805,1
8200983,1
8200979,1
8200771,1
8201855,1
948060140,1
948060141,1
948060295,1
8200795,1
8200775,1
8201861,1
948060294,1
24997191,1
8201829,1
8201841,1
8201885,1
8201933,1
8200553,1
8200559,1
948060280,1
8201877,1
948060281,1
8202391,1
8201031,1
8201081,1
948060169,1
948060106,1
8205195,1
8205193,1
8201027,1
8201033,1
8201095,1
8201097,1
8202335,1
8202333,1
8202403,1
8200945,1
8200991,1
8201091,1
8201043,1
8202243,1
8205553,1
8202341,1
8202457,1
8202423,1
8202193,1
8205189,1
948060161,1
8202437,1
8202461,1
8202459,1
8202455,1
8202463,1
948060160,1
8202471,1
8205207,1
8202475,1
8202513,1
8202501,1
8202503,1
8202425,1
8202427,1
8202429,1
8202447,1
948060275,1
948060276,1
8205541,1
948060170,1
8205489,1
8205211,1
948060171,1
37300949,1
8222123,1
8205531,1
8205215,1
8205529,1
948060133,1
8222125,1
8202565,1
8202567,1
8202517,1
948060379,1
8205527,1
948060150,1
8222127,1
8205221,1
8205223,1
8202577,1
948060378,1
8202511,1
8202381,1
8202383,1
8205537,1
8222129,1
8205533,1
8205535,1
8202581,1
8202569,1
8205491,1
948060268,1
8202371,1
8202361,1
8202279,1
8202281,1
8205539,1
8205231,1
8205575,1
8202589,1
8202579,1
8202727,1
8202845,1
948060267,1
8205191,1
8205183,1
8202319,1
8202317,1
8202207,1
8202209,1
8202663,1
8205237,1
8205233,1
8202715,1
8202713,1
8202823,1
8202821,1
8203089,1
8205309,1
8202379,1
8202369,1
8202309,1
8202307,1
8202277,1
8205177,1
8201073,1
8202781,1
8202705,1
8202691,1
8202685,1
8202661,1
8202659,1
8202671,1
8202669,1
8205249,1
8202807,1
8203095,1
8203101,1
948060162,1
8202389,1
8202377,1
8202337,1
8202305,1
8202293,1
8201067,1
8202259,1
8205175,1
8202267,1
8202265,1
8202719,1
8202717,1
8202697,1
8202687,1
8202649,1
8202667,1
8202657,1
8202673,1
8202841,1
8203113,1
948060163,1
948060102,1
8202355,1
8202367,1
8201071,1
8202273,1
8202275,1
8202247,1
8202245,1
8202735,1
8202701,1
8202707,1
8202699,1
8202633,1
8202665,1
8202677,1
8202843,1
8203125,1
8203123,1
8203483,1
8205381,1
8203467,1
8201069,1
8202241,1
8202239,1
8202763,1
8202733,1
8202721,1
8202723,1
8202725,1
8202625,1
8202813,1
8202815,1
948060303,1
8205373,1
8203515,1
8203501,1
8203469,1
8202231,1
8202229,1
8202175,1
8202775,1
8202799,1
8202729,1
8202737,1
8202739,1
8205229,1
8202623,1
8205245,1
8205235,1
948060302,1
8205317,1
948060164,1
8203537,1
8203503,1
8201065,1
8202831,1
8202801,1
8202829,1
8202761,1
8202773,1
8202747,1
8202745,1
8202767,1
8202749,1
8202629,1
8202601,1
8202621,1
8202777,1
8203317,1
8203349,1
948060165,1
8205383,1
8203629,1
8205375,1
8202887,1
8202787,1
8202771,1
8202789,1
8202751,1
8202825,1
8202769,1
8205225,1
8202617,1
8202555,1
8202553,1
8203341,1
8205357,1
948060167,1
948060299,1
8203329,1
8205401,1
8205399,1
8202893,1
8202795,1
8202805,1
8202839,1
8202859,1
8205227,1
8202585,1
8202535,1
8202533,1
8205369,1
8205355,1
948060166,1
948060128,1
8203701,1
8205315,1
8205409,1
8203761,1
8202919,1
8202897,1
8202809,1
8202803,1
8202819,1
8202857,1
8202895,1
8202865,1
8202607,1
8202605,1
8202545,1
8202547,1
8202493,1
8202523,1
8202521,1
8205497,1
24997231,1
948060154,1
8203751,1
8203757,1
8205303,1
8203189,1
8202941,1
8202939,1
8202909,1
8202855,1
8202817,1
8202837,1
8202877,1
8202871,1
8202869,1
8202575,1
8202611,1
8202541,1
8202549,1
8202527,1
8202529,1
8202443,1
8202445,1
8202507,1
8202505,1
8205499,1
8205547,1
8203631,1
948060155,1
948060126,1
8203895,1
8203841,1
8203187,1
8203181,1
8202947,1
8202937,1
8202899,1
8202901,1
8202885,1
8202509,1
8205209,1
8202495,1
8202499,1
8202483,1
8202481,1
948060373,1
8205443,1
948060157,1
8203569,1
8203571,1
8203471,1
948060127,1
8203903,1
8204031,1
8205513,1
8205487,1
8203185,1
8202949,1
8202955,1
8202945,1
8202907,1
8202395,1
8202405,1
8202465,1
8202477,1
8202515,1
8202497,1
948060374,1
948060372,1
8205455,1
8204401,1
948060156,1
8204111,1
8203593,1
8203541,1
8203377,1
8205411,1
8203905,1
8204037,1
8204033,1
8205297,1
8205301,1
8203091,1
8203093,1
8203021,1
8202957,1
8202979,1
8202393,1
8202349,1
8202439,1
8202415,1
8202453,1
8202451,1
8202489,1
8202491,1
8209133,1
948060159,1
8204387,1
8204407,1
8204133,1
948060301,1
8204245,1
8204163,1
8203565,1
8203539,1
948060153,1
8203427,1
8205417,1
8203909,1
8204051,1
8204039,1
8203109,1
8203111,1
8203235,1
8203149,1
8203027,1
8203031,1
8202981,1
8202991,1
8202331,1
8202311,1
8202407,1
8202421,1
8202469,1
8202467,1
8209137,1
8209135,1
948060081,1
948060158,1
8204373,1
8204371,1
948060300,1
8205425,1
8206511,1
8206467,1
948060152,1
8203361,1
8204089,1
8204057,1
8202995,1
8202993,1
8203237,1
8203285,1
8205545,1
8203033,1
8203035,1
8203051,1
8202989,1
8205269,1
8203029,1
8202363,1
8202365,1
8202419,1
8202417,1
8209141,1
8206965,1
8204369,1
8207109,1
8204203,1
8206459,1
8206475,1
8203359,1
8203423,1
8204055,1
8204085,1
8205241,1
8202753,1
8206023,1
8203179,1
8203175,1
8202997,1
8203049,1
8203047,1
8203053,1
8203059,1
8203061,1
8205321,1
8202351,1
8202399,1
8202345,1
8202375,1
8202387,1
8202385,1
8209145,1
8209143,1
8209139,1
8204519,1
8205445,1
8205573,1
8204207,1
8204209,1
8206457,1
8206455,1
8203431,1
8203421,1
8205299,1
8203177,1
8206081,1
8203073,1
8203067,1
8203065,1
8203063,1
8203313,1
8203307,1
8202271,1
8202269,1
8202285,1
8202283,1
8202373,1
8202397,1
948060175,1
8206989,1
8205449,1
8204377,1
8204423,1
8205433,1
8206443,1
8206465,1
8206387,1
8206345,1
8205571,1
8203119,1
8203071,1
8203323,1
8205319,1
8203335,1
8203315,1
8202251,1
8202413,1
8202263,1
8202261,1
948060174,1
948060109,1
8209147,1
8204379,1
8205459,1
8205435,1
8204285,1
8206479,1
8206527,1
8206409,1
8206393,1
8206339,1
8206337,1
8206251,1
8205291,1
8203327,1
8203321,1
8202233,1
8205173,1
8202213,1
8202211,1
8209153,1
8209149,1
948060278,1
8204311,1
8205437,1
8206469,1
8206471,1
8206379,1
8206381,1
8206335,1
8206351,1
8206249,1
8209091,1
8203227,1
8203153,1
8203339,1
8203411,1
8203319,1
8203333,1
8202171,1
8202195,1
8201887,1
8202191,1
8202189,1
8209157,1
8209155,1
948060173,1
8207373,1
8207255,1
8206159,1
8206161,1
8209089,1
8206323,1
8203229,1
8203301,1
8203413,1
8203379,1
8201057,1
8202179,1
8202177,1
8205563,1
8209171,1
8222131,1
8209173,1
948060172,1
8206945,1
8207385,1
8207425,1
8207289,1
8207331,1
8206165,1
8206151,1
8206299,1
8206301,1
8206315,1
8209087,1
8203195,1
8203193,1
8205323,1
8203305,1
8203479,1
8203443,1
8201045,1
8201047,1
8201051,1
8201053,1
8202205,1
8207479,1
8209161,1
8209159,1
8207375,1
8206935,1
8206963,1
8206885,1
8206887,1
8207457,1
8207483,1
8207491,1
8207315,1
8206171,1
8206163,1
8206147,1
8203207,1
8203205,1
8205359,1
8203387,1
8203567,1
8203485,1
8200971,1
8200969,1
8201059,1
8201039,1
8201041,1
8201017,1
8200961,1
8200959,1
8211037,1
8207477,1
8209167,1
8207337,1
8207339,1
8206921,1
8206923,1
8206911,1
8206949,1
8206811,1
8206809,1
8211047,1
8207405,1
8207377,1
8206195,1
8206179,1
8206169,1
8203255,1
8203497,1
8203493,1
8203491,1
8203577,1
8203639,1
8200941,1
8200939,1
8202197,1
8200993,1
8200949,1
8200849,1
8200847,1
8209169,1
8210967,1
8207321,1
8207323,1
8206851,1
8206853,1
8206875,1
8206877,1
8206901,1
8206903,1
8206801,1
8206803,1
8211095,1
8211049,1
8206287,1
8206217,1
8206111,1
8206113,1
8203275,1
8205325,1
8203517,1
8203499,1
8203601,1
8203579,1
8200923,1
8200901,1
8200887,1
8200893,1
8202203,1
8202199,1
8200807,1
8200841,1
8212639,1
8212641,1
8207309,1
8207311,1
8207273,1
8207275,1
8206849,1
8206847,1
8206889,1
8206879,1
8209085,1
8206275,1
8206189,1
8206187,1
8206093,1
8206091,1
8203251,1
8203253,1
8203403,1
8203391,1
8203531,1
8203523,1
8203615,1
8203663,1
8200911,1
8201865,1
8200843,1
8200845,1
8200877,1
8200875,1
8202219,1
8201061,1
8200803,1
8200821,1
8211017,1
8207301,1
8207303,1
8207295,1
8206797,1
8206799,1
8206667,1
8206669,1
8206863,1
8206865,1
8206371,1
8206333,1
8206167,1
8206181,1
8206073,1
8206075,1
8203241,1
8205293,1
8203265,1
8203429,1
8203459,1
8203549,1
8203625,1
8203677,1
8200917,1
8201871,1
8202221,1
8202257,1
8200779,1
8200785,1
8212647,1
8211031,1
8207285,1
8207287,1
8207293,1
8207291,1
8206755,1
8206753,1
8206663,1
8206665,1
8206775,1
8206777,1
8206789,1
8206791,1
8206401,1
8206377,1
8206317,1
8206321,1
8206121,1
8206099,1
8205285,1
8203243,1
8203239,1
8203563,1
8203451,1
8203559,1
8203605,1
8203769,1
8203675,1
8200921,1
8201015,1
8201063,1
8211035,1
8207283,1
8207279,1
8207281,1
8207277,1
8206701,1
8206699,1
8206649,1
8206651,1
8206643,1
8206645,1
8206743,1
8206741,1
8206427,1
8206399,1
8206307,1
8209079,1
8206125,1
8206237,1
8206085,1
8206083,1
8203083,1
8203081,1
8203295,1
8203245,1
8203591,1
8203561,1
8203793,1
8203767,1
8203815,1
948060146,1
8200913,1
8211041,1
8211043,1
8207215,1
8207209,1
8206661,1
8206659,1
8206491,1
8206435,1
8206389,1
8206391,1
8206309,1
8209077,1
8206157,1
8206127,1
8206065,1
8206063,1
8206069,1
8206071,1
8203303,1
8205331,1
8203225,1
8203665,1
8203623,1
8203837,1
8203843,1
8203877,1
8203881,1
948060147,1
948060122,1
8211055,1
8211045,1
8212649,1
8207181,1
8207175,1
8206629,1
8206631,1
8206489,1
8206481,1
8209131,1
8206293,1
8206289,1
8206183,1
8206145,1
8206097,1
8206095,1
8206037,1
8206043,1
8206061,1
8206059,1
8206053,1
8206055,1
8203297,1
8203299,1
8203343,1
8203353,1
8203741,1
8203719,1
8203727,1
8203633,1
8203857,1
8203891,1
8200935,1
8201873,1
948060123,1
8212657,1
8211061,1
948060178,1
8207173,1
8206623,1
8206625,1
8206531,1
8206487,1
8209129,1
8206201,1
8206223,1
8206103,1
8206107,1
8206089,1
8206087,1
8206035,1
8206033,1
8206067,1
8206057,1
8203263,1
8203259,1
8205333,1
8203293,1
8203367,1
8203385,1
8203777,1
8203827,1
8203771,1
8203733,1
8203649,1
8203635,1
8203997,1
8203901,1
948060124,1
948060125,1
8212661,1
948060179,1
948060105,1
8207167,1
8207169,1
8206543,1
8206533,1
8206445,1
8206447,1
8206363,1
8206253,1
8206203,1
8206079,1
8206077,1
8206015,1
8206017,1
8206027,1
8206029,1
8206051,1
8206049,1
8206039,1
8206041,1
8203183,1
8203209,1
8205271,1
8203145,1
8203347,1
8203437,1
8203417,1
8203383,1
8203871,1
8203835,1
8203791,1
8203845,1
8200957,1
8200963,1
8212663,1
8211097,1
8211089,1
8211091,1
8211077,1
8207137,1
8207139,1
8206603,1
8206541,1
8206359,1
8206361,1
8206257,1
8206255,1
8206155,1
8206153,1
8206011,1
8206021,1
8206019,1
8206047,1
8203139,1
8203137,1
8203203,1
8203219,1
8203009,1
8203099,1
8203097,1
8203345,1
8203435,1
8203433,1
8203505,1
8200973,1
8201005,1
8212669,1
8211107,1
8211109,1
8211093,1
8211053,1
8211051,1
8207133,1
8207131,1
8206619,1
8206601,1
8206537,1
8206535,1
8206347,1
8206349,1
8206267,1
8206281,1
8206137,1
8206139,1
8206141,1
8206143,1
8206007,1
8206045,1
8203043,1
8203041,1
8203147,1
8205267,1
8205305,1
8203269,1
8202879,1
8202881,1
8203039,1
8203037,1
8203355,1
8205335,1
8203441,1
8203473,1
8200997,1
8200995,1
8211209,1
8212675,1
8213009,1
8211117,1
8207475,1
8211025,1
8211027,1
8207111,1
8207113,1
8209103,1
8206617,1
8206577,1
8206579,1
8209163,1
8206341,1
8206343,1
8206297,1
8206265,1
8206133,1
8206135,1
8206105,1
8205999,1
8202959,1
8205259,1
8205263,1
8203011,1
8203107,1
8205289,1
8202793,1
8202791,1
8202783,1
8202785,1
8202973,1
8202971,1
8203381,1
8203547,1
8203445,1
8203465,1
8201899,1
8212673,1
8211223,1
8211237,1
8213011,1
8207403,1
8207401,1
8207473,1
8207089,1
8206673,1
8206671,1
8206607,1
8209101,1
8206569,1
8206567,1
8209075,1
8206295,1
8206229,1
8206231,1
8206131,1
8206123,1
8206101,1
8206005,1
8202923,1
8202921,1
8202931,1
8202999,1
8203003,1
8205277,1
8205283,1
8202965,1
8202963,1
8203405,1
8203513,1
8203519,1
8203545,1
8200985,1
8212677,1
8211251,1
8212683,1
8211187,1
8207389,1
8207387,1
8207419,1
8207417,1
8207083,1
8207085,1
8206685,1
8206683,1
8206609,1
8206605,1
8206375,1
8206331,1
8206235,1
8206219,1
8206199,1
8206197,1
8206003,1
8202903,1
8205247,1
8202911,1
8202905,1
8202915,1
8202917,1
8202977,1
8202975,1
8203025,1
8203069,1
8203143,1
8203141,1
8202961,1
8202953,1
8203389,1
8203487,1
8203535,1
8203521,1
8201897,1
8212685,1
8211253,1
8211171,1
8211173,1
8207353,1
8207351,1
8207379,1
8207381,1
8207075,1
8207077,1
8206697,1
8206689,1
8206693,1
8206681,1
8206585,1
8206597,1
8206599,1
8209099,1
8206373,1
8206325,1
8206327,1
8206247,1
8206233,1
8206149,1
8205253,1
8202847,1
8202797,1
8202835,1
8202833,1
8203045,1
8203127,1
8203371,1
8203365,1
8203557,1
8203611,1
8203543,1
8203573,1
8201895,1
8212693,1
8211265,1
8212687,1
8211191,1
8211123,1
8207343,1
8207345,1
8207071,1
8206721,1
8206719,1
8206695,1
8206711,1
8206707,1
8206595,1
8206515,1
8206419,1
8206501,1
8209097,1
8209095,1
8206329,1
8206319,1
8202827,1
8205251,1
8202759,1
8202757,1
8203373,1
8203447,1
8205337,1
8203357,1
8203603,1
8203619,1
8201883,1
948060309,1
8212695,1
8211245,1
8211255,1
8211199,1
8211189,1
8211151,1
8211119,1
8207297,1
8207299,1
8207061,1
8207063,1
8206717,1
8206709,1
8206733,1
8206731,1
8206621,1
8206593,1
8206417,1
8206407,1
8209073,1
8206311,1
8205239,1
8202779,1
8203439,1
8203363,1
8203337,1
8205339,1
8203613,1
8203703,1
948060310,1
8213005,1
8211213,1
8212651,1
8211129,1
8211127,1
8207237,1
8207239,1
8207065,1
8207059,1
8206735,1
8206581,1
8206591,1
8206429,1
8206411,1
8206283,1
8206285,1
8209071,1
8206313,1
8202681,1
8202683,1
8205365,1
8205363,1
8205353,1
8203683,1
8203693,1
948060311,1
8213007,1
8211299,1
8211217,1
8211211,1
8211103,1
8211105,1
8207205,1
8207207,1
8207051,1
8207055,1
8207057,1
8206739,1
8206737,1
8206547,1
8206439,1
8206421,1
8206269,1
8206271,1
8206209,1
8209093,1
8209083,1
8202653,1
8202651,1
8203457,1
8203463,1
8205379,1
8203495,1
8203325,1
8203351,1
948060308,1
8213001,1
8211307,1
8211205,1
8211207,1
8211079,1
8212643,1
8207189,1
8207191,1
8207049,1
8207081,1
8206951,1
8206749,1
8206441,1
8206463,1
8206413,1
8206415,1
8206207,1
8206205,1
8209069,1
8206303,1
8202571,1
8202573,1
8203477,1
8203455,1
8205371,1
8203507,1
8203607,1
8205393,1
8205341,1
8205343,1
24997207,1
8213003,1
8211355,1
8212671,1
8212667,1
8211019,1
8211021,1
8207459,1
8207165,1
8207041,1
8207043,1
8206937,1
8206729,1
8206727,1
8206453,1
8206521,1
8206385,1
8206383,1
8203481,1
8203551,1
8205361,1
8205377,1
8203599,1
8203617,1
8203685,1
8203737,1
8203739,1
8203197,1
8211389,1
8211387,1
8212999,1
8211175,1
8211179,1
8211013,1
8211015,1
8207471,1
8207161,1
8207027,1
8207029,1
8206653,1
8206657,1
8206703,1
8206713,1
8206451,1
8206529,1
8206355,1
8206353,1
8206367,1
8206369,1
8203475,1
8203489,1
8203581,1
8205387,1
8203627,1
8203689,1
8211395,1
8212967,1
8211439,1
8211135,1
8211137,1
8211177,1
8211183,1
8211001,1
8211003,1
8207469,1
8209117,1
8207009,1
8207011,1
8206647,1
8206691,1
8206477,1
8206449,1
8209067,1
8209065,1
8203399,1
8203397,1
8203525,1
8203555,1
8203645,1
8203583,1
8203655,1
8203699,1
8211413,1
8211411,1
8211381,1
8211451,1
8211539,1
8211133,1
8211131,1
8211155,1
8211153,1
8210991,1
8210993,1
8207467,1
8207125,1
8207123,1
8207019,1
8207003,1
8206993,1
8206639,1
8206641,1
8206725,1
8206715,1
8206513,1
8206613,1
8206405,1
8206403,1
8206279,1
8206277,1
8203401,1
8205345,1
8203529,1
8203527,1
8203659,1
8203671,1
8203661,1
8203779,1
8211415,1
8211443,1
8211523,1
8211099,1
8211101,1
8207451,1
8210969,1
8210965,1
8207465,1
8207099,1
8207013,1
8207015,1
8206999,1
8207001,1
8206983,1
8206981,1
8206637,1
8206635,1
8206763,1
8206723,1
8206519,1
8206517,1
8206365,1
8206357,1
8206261,1
8206263,1
8206273,1
8206243,1
8203395,1
8203461,1
8203657,1
8205391,1
8203669,1
8203667,1
8203673,1
8203755,1
8211445,1
8212707,1
8211441,1
8211497,1
8211057,1
8211059,1
8207461,1
8207463,1
8207105,1
8207025,1
8207017,1
8206913,1
8206915,1
8206895,1
8206897,1
8206633,1
8206523,1
8206557,1
8206493,1
8206495,1
8206241,1
8206239,1
8203375,1
8203393,1
8203711,1
8205395,1
8203679,1
8203789,1
8211471,1
8212709,1
8211407,1
8211437,1
8211435,1
8210975,1
8210977,1
8209127,1
8209119,1
8207021,1
8207091,1
8207005,1
8206867,1
8206869,1
8206787,1
8206785,1
8206525,1
8206545,1
8206485,1
8206483,1
8206215,1
8206213,1
8206193,1
8205349,1
8205347,1
8203409,1
8203453,1
8203811,1
8203725,1
8203687,1
8203681,1
8211475,1
8211473,1
8211361,1
8211363,1
8211425,1
8211401,1
8207453,1
8207455,1
8207409,1
8207411,1
8206995,1
8206991,1
8206823,1
8206825,1
8206759,1
8206757,1
8206505,1
8206507,1
8206425,1
8206423,1
8206177,1
8206175,1
8206191,1
8203281,1
8205351,1
8203309,1
8203311,1
8203415,1
8203449,1
8203867,1
8205403,1
8203731,1
8203809,1
8203707,1
8203829,1
8211477,1
8212727,1
8213013,1
8211417,1
8211409,1
8211377,1
8211379,1
8207327,1
8207261,1
8207259,1
8207383,1
8209125,1
8206997,1
8209111,1
8209107,1
8206805,1
8206397,1
8206395,1
8206173,1
8209063,1
8203223,1
8203247,1
8203289,1
8203287,1
8203267,1
8203419,1
8205407,1
8203945,1
8203747,1
8203717,1
8203773,1
8203825,1
8211487,1
8211479,1
8212971,1
8212713,1
8211433,1
8211419,1
8211399,1
8211397,1
8207313,1
8207227,1
8207229,1
8207365,1
8207363,1
8209113,1
8209115,1
8206779,1
8206781,1
8206117,1
8209061,1
8206119,1
8203217,1
8203221,1
8203939,1
8205419,1
8203759,1
8203801,1
8203585,1
8203575,1
8203783,1
8203889,1
8211491,1
8211485,1
8211489,1
8212973,1
8211333,1
8212701,1
8211359,1
8211357,1
8211343,1
8211345,1
8207183,1
8207201,1
8206979,1
8206975,1
8206765,1
8209105,1
8206115,1
8206109,1
8203173,1
8203171,1
8203161,1
8203991,1
8203941,1
8203795,1
8203749,1
8203595,1
8203587,1
8203533,1
8203819,1
8203861,1
8212715,1
8212979,1
8212981,1
8211319,1
8211317,1
8212679,1
8211275,1
8211341,1
8211339,1
8207163,1
8207187,1
8207217,1
8206961,1
8206953,1
8203167,1
8203169,1
8203989,1
8204015,1
8203839,1
8203823,1
8203723,1
8203721,1
8203597,1
8203637,1
8203511,1
8203509,1
8212721,1
8212719,1
8212975,1
8212977,1
8211647,1
8211283,1
8211281,1
8211329,1
8211331,1
8211337,1
8211335,1
8207153,1
8207155,1
8207243,1
8206929,1
8207023,1
8206873,1
8206871,1
8204047,1
8204017,1
8203885,1
8203859,1
8203821,1
8203897,1
8203589,1
8203621,1
8211531,1
8212723,1
8211493,1
8211495,1
8212985,1
8212983,1
8211639,1
8211303,1
8211301,1
8211313,1
8211315,1
8207145,1
8207143,1
8207127,1
8206905,1
8206919,1
8207035,1
8206835,1
8206833,1
8204053,1
8204197,1
8203887,1
8203943,1
8203933,1
8203911,1
8203803,1
8203851,1
8203959,1
8211541,1
8212987,1
8212989,1
8211603,1
8207087,1
8207117,1
8206891,1
8206893,1
8206927,1
8206959,1
8204069,1
8205421,1
8203899,1
8203907,1
8204019,1
8203949,1
8203781,1
8203775,1
8203879,1
8212729,1
8212725,1
8211641,1
8212991,1
8207079,1
8206821,1
8206807,1
8206947,1
8206917,1
8207045,1
8207073,1
8204119,1
8205423,1
8204001,1
8204009,1
8203753,1
8203813,1
8212731,1
8211577,1
8211547,1
8211533,1
8211617,1
8206837,1
8206813,1
8206769,1
8206771,1
8206957,1
8204201,1
8204231,1
8204167,1
8204095,1
8203709,1
8203705,1
8211581,1
8211579,1
8212733,1
8211563,1
8211553,1
8212751,1
8206841,1
8206829,1
8206773,1
8206767,1
8207039,1
8206955,1
8204117,1
8204097,1
8203691,1
8203695,1
8212739,1
8212737,1
8212765,1
8212735,1
948060307,1
8212887,1
8206845,1
8206827,1
8212745,1
8211615,1
8212773,1
8211659,1
948060304,1
8212993,1
8206857,1
8206843,1
8212749,1
8211643,1
8212777,1
8212771,1
8212753,1
8212759,1
948060306,1
8212995,1
8211681,1
8206859,1
8206861,1
8206839,1
8211649,1
8211645,1
8211715,1
8212779,1
8211691,1
8212743,1
8212741,1
948060305,1
8212997,1
8211693,1
8206909,1
8206817,1
8212763,1
8212769,1
8211711,1
8212783,1
8211683,1
8211685,1
8211511,1
8211509,1
8211583,1
8211587,1
8212767,1
8212761,1
8211699,1
8206925,1
8206907,1
8206815,1
8211705,1
8212775,1
8211665,1
8212797,1
8212785,1
8211673,1
8211675,1
8211423,1
8211421,1
8211499,1
8211501,1
8211555,1
8211557,1
8211589,1
8211585,1
8212757,1
8211695,1
8206933,1
8206987,1
8211723,1
8212803,1
8211687,1
8211679,1
8211725,1
8212795,1
8211709,1
8211707,1
8211669,1
8211671,1
8211365,1
8211371,1
8211549,1
8211551,1
8212925,1
8206941,1
8206943,1
8212889,1
8212807,1
8211703,1
8211689,1
8212799,1
8211661,1
8211663,1
8211653,1
8211655,1
8211271,1
8211273,1
8211545,1
8211543,1
8212923,1
8212921,1
8206967,1
8206939,1
8207069,1
8212787,1
8211749,1
8211729,1
17648965,1
8212801,1
8211623,1
8211625,1
8211263,1
8211267,1
8211269,1
8211483,1
8211481,1
8212927,1
8212919,1
8211637,1
8206969,1
8207151,1
8207115,1
8212941,1
8211765,1
8211747,1
17647931,1
17647937,1
8212809,1
8211727,1
8211611,1
8211261,1
8211277,1
8211667,1
8222121,1
8212915,1
8207067,1
8207149,1
8207219,1
8212955,1
8212943,1
17647915,1
17648951,1
17647947,1
17647991,1
8212811,1
8212813,1
8211601,1
8211599,1
8211259,1
8211257,1
8213019,1
8212917,1
8211607,1
8207007,1
8207033,1
8211733,1
8212951,1
8212939,1
17647879,1
17647881,1
17648947,1
17648949,1
17648945,1
17647985,1
8211751,1
8211735,1
8212817,1
8211731,1
8211567,1
8211569,1
8211591,1
8211593,1
8211233,1
8211235,1
8212747,1
8212969,1
8212913,1
8212911,1
8206985,1
8206977,1
8211745,1
8211759,1
8212957,1
8212953,1
8212945,1
8212937,1
17647859,1
17647857,1
17647889,1
17647891,1
17648003,1
17648943,1
8211755,1
8211785,1
8211767,1
948060181,1
8211739,1
8212815,1
8211503,1
8211505,1
8211571,1
8211573,1
8211193,1
8211195,1
8211225,1
8211227,1
8211701,1
8211677,1
8211619,1
8211621,1
8212909,1
8212907,1
8211513,1
8206971,1
8206973,1
8211783,1
8211815,1
8212961,1
8212947,1
8212931,1
8212929,1
17647793,1
17647795,1
17647875,1
17647877,1
17647841,1
