"","StationCode","N","turb_median","turb_max","turb_min","turb_quan1","turb_quan25","turb_quan5","turb_quan75","turb_quan9","turb_mean","N.gte.25","pct.gte.25","N.gte.40","pct.gte.40"
"312MZCDBC","312MZCDBC",3,0.29,0.42,0.12,0.154,0.205,0.29,0.355,0.394,0.276666666666667,0,0,0,0
"312NIP","312NIP",3,19,21,0.1,3.88,9.55,19,20,20.6,13.3666666666667,0,0,0,0
"312NIT","312NIT",3,6.3,7.7,4.1,4.54,5.2,6.3,7,7.42,6.03333333333333,0,0,0,0
"312OFC","312OFC",88,43.3,3000,0.1,2.881,7.6675,43.3,181.15,377.44,149.235681818182,50,56.8181818181818,47,53.4090909090909
"312OFL","312OFL",15,18.6,37,0.1,3.48,4.9,18.6,24.5,29.96,16.1733333333333,4,26.6666666666667,0,0
"312OFN","312OFN",80,8.43,498.8,0.1,3.59,4.475,8.43,20.375,50.34,31.792625,17,21.25,11,13.75
"312OLR","312OLR",5,98.3,1485.3,26.3,49.7,84.8,98.3,1208,1374.38,580.54,5,100,4,80
"312ORB","312ORB",19,9.3,151.7,0,0.1,2.4,9.3,17.6,35.84,18.7,4,21.0526315789474,2,10.5263157894737
"312ORC","312ORC",87,143,2859,1.27,22,54.35,143,372.5,811.700000000001,293.985402298851,76,87.3563218390805,72,82.7586206896552
"312ORI","312ORI",85,11,1001,0.1,4.02,7.6,11,27.6,68.6000000000001,43.4750588235294,23,27.0588235294118,15,17.6470588235294
"312ORN","312ORN",5,390.3,864.1,91.6,130.64,189.2,390.3,770,826.46,461.04,5,100,5,100
"312ORS","312ORS",3,6.3,6.6,4.8,5.1,5.55,6.3,6.45,6.54,5.9,0,0,0,0
"312OSR","312OSR",5,72.7,207.5,4.1,7.94,13.7,72.7,144.6,182.34,88.52,3,60,3,60
"312PS0099","312PS0099",1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0,0,0,0
"312RYCALR","312RYCALR",1,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,0,0,0,0
"312SIV","312SIV",11,0.1,2,0,0,0,0.1,0.7,1.2,0.445454545454545,0,0,0,0
"312SMA","312SMA",137,88.4,1000,0.16,9,34.5,88.4,193,277.36,135.531751824818,108,78.8321167883212,100,72.992700729927
"312SMI","312SMI",12,8.9,109.1,2,3.22,3.925,8.9,15.925,21.19,17.9583333333333,1,8.33333333333333,1,8.33333333333333
"312USC","312USC",5,233.1,534.9,94.6,119.76,157.5,233.1,311.2,445.42,266.26,5,100,5,100
"312WE1028","312WE1028",1,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0,0,0,0
"312WE1035","312WE1035",1,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0,0,0,0
"313SAB","313SAB",10,0.75,133.6,0,0,0.245,0.75,1.2,14.98,13.992,1,10,1,10
"313SAC","313SAC",15,6.2,33.9,0,0,0.84,6.2,12.65,13.42,7.472,1,6.66666666666667,0,0
"313SAI","313SAI",68,2.05,89.2,0,0,0.1975,2.05,9,21.76,7.40441176470588,6,8.82352941176471,2,2.94117647058824
"313WE0899","313WE0899",1,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,0,0,0,0
"314DDE","314DDE",5,36.1,94.5,22.9,28.02,35.7,36.1,70.7,84.98,51.98,4,80,2,40
"314MCM","314MCM",5,8.7,15.4,4.9,4.98,5.1,8.7,12.7,14.32,9.36,0,0,0,0
"314MIG","314MIG",10,8.8,22.2,0,0,1.875,8.8,14.775,17.88,9.3,0,0,0,0
"314SAL","314SAL",16,1.9,15.8,0,0,0.135,1.9,3.875,8.55,3.3675,0,0,0,0
"314SYC","314SYC",14,0.05,4,0,0,0,0.05,0.345,1.37,0.534285714285714,0,0,0,0
"314SYF","314SYF",63,4.02,30.6,0,0.1,1.15,4.02,7.52,13.46,5.8568253968254,3,4.76190476190476,0,0
"314SYI","314SYI",9,1.2,2.2,0,0,0.1,1.2,1.7,1.96,1.00333333333333,0,0,0,0
"314SYL","314SYL",26,1.65,7.9,0,0.1,0.1875,1.65,3.635,4.105,2.07730769230769,0,0,0,0
"314SYN","314SYN",81,1.9,36.9,0,0.1,0.4,1.9,5.62,13.1,4.68938271604938,1,1.23456790123457,0,0
"314SYP","314SYP",12,0.17,2.6,0,0,0,0.17,1.175,2,0.695,0,0,0,0
"314WE0542","314WE0542",1,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,0,0,0,0
"314WE0677","314WE0677",1,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0
"314WE0779","314WE0779",1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0
"314WE0785","314WE0785",1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,0,0,0,0
"314WE0796","314WE0796",1,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0,0,0
"314WE0898","314WE0898",1,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0,0,0,0
"314WE1046","314WE1046",1,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0,0,0,0
"314WE1102","314WE1102",2,0.45,0.75,0.15,0.21,0.3,0.45,0.6,0.69,0.45,0,0,0,0
"315ABH","315ABH",9,0.4,5.2,0.1,0.1,0.1,0.4,2.8,3.44,1.51111111111111,0,0,0,0
"315ABU","315ABU",74,1.55,26.8,0,0,0,1.55,4.1,9.38,3.21945945945946,1,1.35135135135135,0,0
"315ANN","315ANN",17,0.3,217.8,0,0,0.1,0.3,5.1,6.42,14.61,1,5.88235294117647,1,5.88235294117647
"315APC","315APC",34,1.62,97.7,0,0,0.115,1.62,3.245,11.876,5.82882352941176,1,2.94117647058824,1,2.94117647058824
"315APF","315APF",31,1.45,12,0,0.1,0.6,1.45,3,5.63,2.3241935483871,0,0,0,0
"315ARH101","315ARH101",1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,0,0,0,0
"315ATA","315ATA",77,1.2,28.5,0,0,0.1,1.2,5.8,9.38000000000001,3.50168831168831,2,2.5974025974026,0,0
"315ATU","315ATU",16,1.6,124.1,0,0,0.075,1.6,6.625,57.85,16.6475,2,12.5,2,12.5
"315BEF","315BEF",49,2,12.6,0,0.1,0.8,2,3.1,5.53,2.52918367346939,0,0,0,0
"315BEL","315BEL",15,0.13,3.7,0,0.04,0.1,0.13,1.05,1.9,0.736666666666667,0,0,0,0
"315CAP","315CAP",14,0.1,6.9,0,0,0,0.1,0.3675,0.88,0.685,0,0,0,0
"315CAU","315CAU",2,10.9,11.6,10.2,10.34,10.55,10.9,11.25,11.46,10.9,0,0,0,0
"315CRP","315CRP",64,0.1,1000,0,0,0,0.1,1.65,7.07,17.3325,1,1.5625,1,1.5625
"315DEV","315DEV",10,22.6,596.1,0.1,0.1,11,22.6,36.5,183.9,87.58,4,40,2,20
"315DOS","315DOS",13,0.1,11.3,0,0,0,0.1,0.6,1.54,1.18538461538462,0,0,0,0
"315FMV","315FMV",66,4.295,240.5,0.1,1.15,2.5075,4.295,7.1475,13.45,10.6119696969697,4,6.06060606060606,3,4.54545454545455
"315FRC","315FRC",76,0.285,93.1,0,0,0,0.285,4.775,14.9,6.17552631578947,5,6.57894736842105,3,3.94736842105263
"315FRCMVD","315FRCMVD",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"315FRCMVU","315FRCMVU",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"315GAI","315GAI",14,0.9,15.9,0,0,0.05,0.9,4.35,9.95,3.44642857142857,0,0,0,0
"315GAN","315GAN",66,3.16,1051,0.1,0.975,1.7925,3.16,5.2025,16.85,21.280303030303,3,4.54545454545455,1,1.51515151515152
"315GAV","315GAV",55,0.1,24.5,0,0,0,0.1,2.05,6.98000000000001,2.11072727272727,0,0,0,0
"315GBR","315GBR",5,3.4,9.6,1.9,2.02,2.2,3.4,4,7.36,4.22,0,0,0,0
"315JAL","315JAL",52,0.57,16.6,0,0,0,0.57,2.25,5.68,2.2275,0,0,0,0
"315LCC","315LCC",4,2.995,14.5,1.24,1.399,1.6375,2.995,6.79,11.416,5.4325,0,0,0,0
"315LCR","315LCR",7,2.6,27.4,0.1,0.88,1.6,2.6,13.25,19.78,8.54285714285714,1,14.2857142857143,0,0
"315MIS","315MIS",75,0.3,21.3,0,0,0,0.3,2.2,5.9,2.35146666666667,0,0,0,0
"315MIU","315MIU",13,0.1,3.4,0,0,0,0.1,0.1,0.1,0.315384615384615,0,0,0,0
"315MTC","315MTC",2,0.25,0.4,0.1,0.13,0.175,0.25,0.325,0.37,0.25,0,0,0,0
"315MYC","315MYC",4,1.25,13.5,0.1,0.43,0.925,1.25,4.35,9.84,4.025,0,0,0,0
"315RIN","315RIN",76,2.5,37,0,0,0.1,2.5,6.7,24.7,6.79157894736842,8,10.5263157894737,0,0
"315ROM","315ROM",9,0.1,3.5,0,0,0,0.1,0.1,1.18,0.5,0,0,0,0
"315RSB","315RSB",13,0.1,6.6,0,0,0,0.1,0.64,3.48,1.11076923076923,0,0,0,0
"315SCC","315SCC",11,1.8,11.5,0,0,0.1,1.8,2.8,3.9,2.37272727272727,0,0,0,0
"315SJC","315SJC",13,3.7,26.7,0,0,0,3.7,5.5,6.8,4.76923076923077,1,7.69230769230769,0,0
"315SMC","315SMC",9,2.9,91,0,0.32,1,2.9,5.2,38.0399999999999,14.6111111111111,1,11.1111111111111,1,11.1111111111111
"315SPC","315SPC",5,10.4,42.1,0.1,0.14,0.2,10.4,29.1,36.9,16.38,2,40,1,20
"315TCI","315TCI",18,0.11,8.2,0,0,0.1,0.11,0.925,5.37,1.47,0,0,0,0
"315TOR","315TOR",11,0.2,6.6,0,0,0.05,0.2,1.5,3.7,1.32727272727273,0,0,0,0
"315YSI","315YSI",1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0
"317CHO","317CHO",11,3,25,0,0,0.4,3,3.8,22.9,5.88181818181818,1,9.09090909090909,0,0
"317CHO2","317CHO2",1,103,103,103,103,103,103,103,103,103,1,100,1,100
"317ESE","317ESE",6,61.8,393.2,0,3.35,17.575,61.8,189.35,310.6,125.25,4,66.6666666666667,4,66.6666666666667
"CL-3000-000","CL-3000-000",2,19.75,28.2,11.3,12.99,15.525,19.75,23.975,26.51,19.75,1,50,0,0
"CMWAP00","CMWAP00",24,8.08,23.37,0.87,2.15,5.4725,8.08,13.18,20.762,9.69833333333333,0,0,0,0
"CMWCL00","CMWCL00",26,4.68,23.85,1.34,1.96,2.41,4.68,7.2325,17.9,6.73653846153846,0,0,0,0
"CMWCM00","CMWCM00",5,2.97,31.74,1.86,2.08,2.41,2.97,4.55,20.864,8.706,1,20,0,0
"CMWCM01","CMWCM01",22,7.655,22.67,0.77,2.476,4.8975,7.655,9.1475,12.432,8.07636363636364,0,0,0,0
"CMWCP00","CMWCP00",18,1.965,96.2,0.14,0.421,0.8525,1.965,6.1075,34.2220000000001,13.0038888888889,2,11.1111111111111,2,11.1111111111111
"CMWFK00","CMWFK00",24,3.34,11.9,0.27,0.781,0.9875,3.34,6.18,7.8,3.91166666666667,0,0,0,0
"CMWSM01","CMWSM01",6,1.1,10.06,0.17,0.35,0.5975,1.1,4.43,7.75,3.06666666666667,0,0,0,0
"GVWAT1","GVWAT1",73,2.59,33.3,0.37,0.824,1.4,2.59,4.7,9.432,4.03452054794521,1,1.36986301369863,0,0
"GVWAT2","GVWAT2",66,2.59,80.37,0.56,1.115,1.71,2.59,5.5125,9.42,5.23757575757576,2,3.03030303030303,1,1.51515151515152
"GVWAT3","GVWAT3",75,1.65,44.33,0,0.448,0.805,1.65,3.32,12.516,4.47333333333333,3,4,2,2.66666666666667
"GVWBL1","GVWBL1",37,9.47,575,0,1.342,4.26,9.47,17.87,65.412,33.6754054054054,8,21.6216216216216,5,13.5135135135135
"GVWBL2","GVWBL2",23,0.52,12.13,0,0,0.11,0.52,1.02,3.43,1.36391304347826,0,0,0,0
"GVWCG1","GVWCG1",75,4.98,62,1.21,1.972,2.95,4.98,8.575,13.038,7.9524,4,5.33333333333333,2,2.66666666666667
"GVWDV20","GVWDV20",2,4.74,6.84,2.64,3.06,3.69,4.74,5.79,6.42,4.74,0,0,0,0
"GVWDV21","GVWDV21",24,6.455,38.33,0.68,1.723,2.9275,6.455,18.0375,24.111,11.1404166666667,2,8.33333333333333,0,0
"GVWDV22","GVWDV22",39,1.85,19.53,0,0.694,1.165,1.85,6.57,7.944,4.09307692307692,0,0,0,0
"GVWDV24","GVWDV24",45,6.14,407,0,1.798,3.62,6.14,12.37,46.17,22.0024444444444,8,17.7777777777778,5,11.1111111111111
"GVWDV25","GVWDV25",27,4.82,13.22,0,2.8,3.35,4.82,6.23,8.848,5.27592592592593,0,0,0,0
"GVWGA1","GVWGA1",61,1.87,20.57,0.18,0.78,1.05,1.87,2.9,5.27,3.01213114754098,0,0,0,0
"GVWGA2","GVWGA2",65,1.82,29.1,0.42,0.802,1.1,1.82,4,11.93,4.16069230769231,1,1.53846153846154,0,0
"GVWGS1","GVWGS1",62,6.715,23,1.98,3.53,4.9,6.715,9.105,12.15,7.54677419354839,0,0,0,0
"GVWLC1","GVWLC1",2,18.8,29.8,7.8,10,13.3,18.8,24.3,27.6,18.8,1,50,0,0
"GVWLC2","GVWLC2",44,1.025,28,0,0.113,0.2575,1.025,1.995,3.614,2.35681818181818,1,2.27272727272727,0,0
"GVWLV1","GVWLV1",15,4.16,14.8,1.09,1.39,2.075,4.16,7.275,12.618,5.52533333333333,0,0,0,0
"GVWMY1","GVWMY1",9,1.44,24.2,0.2,0.36,0.45,1.44,1.82,8.47199999999999,3.91777777777778,0,0,0,0
"GVWMY2","GVWMY2",40,1.975,33.8,0,0.371,0.7975,1.975,4.1825,8.618,3.76475,1,2.5,0,0
"GVWSJ1","GVWSJ1",28,1.44,26.9,0,0.19,0.6675,1.44,3.7775,7.355,3.24142857142857,1,3.57142857142857,0,0
"GVWSJ2","GVWSJ2",65,1.24,113,0,0.218,0.54,1.24,2.22,7.344,7.06738461538461,5,7.69230769230769,5,7.69230769230769
"GVWSP1","GVWSP1",34,1.02,23.1,0,0.231,0.5425,1.02,1.63,4.26,2.40558823529412,0,0,0,0
"GVWSP3","GVWSP3",31,1.68,7.12,0,0.26,0.58,1.68,2.975,3.83,1.97774193548387,0,0,0,0
"GVWTC1","GVWTC1",37,2.62,800,0,0.356,1.15,2.62,9.17,16.7,27.9189189189189,3,8.10810810810811,2,5.40540540540541
"GVWTC2","GVWTC2",21,0.84,16.7,0,0.03,0.35,0.84,1.93,2.79,1.85952380952381,0,0,0,0
"MS-3000-000","MS-3000-000",10,59.7,737,0.5,7.88,21.375,59.7,130.75,282.5,139.35,6,60,6,60
"NAT-LAS","NAT-LAS",1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,0,0,0,0
"RD-6000-000","RD-6000-000",3,280.4,383,20.2,72.24,150.3,280.4,331.7,362.48,227.866666666667,2,66.6666666666667,2,66.6666666666667
